cod_ibge,municipio,pop2016,govpop2015,mortalidade2015,tx_homicidios2015,despesa2016,enem_media2015,enem_desvpad2015,transf2016,ideb_i2015,ideb_f2015
260780,Itaquitinga,16806.0,0.05742255118486241,0.01384083044982699,0.0005372172148271951,33435482.25,434.9180887372014,75.59302475000666,8823924.35,3.8,3.1
260790,Jaboatão dos Guararapes,691125.0,0.0172855556300483,0.013829469704507014,0.000427037757133571,1076921757.12,455.53664150786057,101.05767762711365,286994193.83,4.9,4.3
260795,Jaqueira,11649.0,0.04415294924554184,0.010638297872340424,0.00034293552812071334,32422850.22,420.1383259911893,66.27725208612644,12385506.37,4.2,3.2
260800,Jataúba,16943.0,0.04881955154822636,0.017006802721088437,0.0002372760707082691,37571501.79,454.82591093117423,93.81737826280298,15607407.46,4.0,3.3
260810,João Alfredo,33217.0,0.05838064300677009,,0.00018215489237681767,57906338.96,460.0776735459661,95.59874932640564,24170454.3,4.9,4.3
260825,Jucati,11269.0,0.05195500803427959,0.014218009478672985,0.0008034279592929834,36178131.11,458.4957627118645,86.21146578636053,10454586.5,6.0,4.9
260840,Jurema,15229.0,0.04132885109748863,0.009852216748768471,6.591523301034871e-05,38725325.57,437.7735785953176,83.0155338676153,13807193.78,4.5,3.8
260845,Lagoa do Carro,17654.0,0.04829838432451014,0.023622047244094488,0.000630228027959207,36074219.0,441.9326129666015,83.30820301870766,11847793.27,4.8,3.7
260850,Lagoa do Itaenga,21308.0,0.04516826471141192,0.0053475935828877,0.0008930250047001319,,432.93638814016197,82.2725260328163,13581902.67,4.8,2.8
260870,Lagoa dos Gatos,16190.0,0.03687890600829157,0.00909090909090909,0.0004950188725945174,34023785.05,439.0680851063829,78.84661697766113,11556968.62,4.7,3.5
260875,Lagoa Grande,25030.0,0.043098921517146664,0.01808785529715761,0.000201963081148766,54142721.71,439.38822784810094,88.83977260838181,21255530.57,5.1,
260890,Limoeiro,56203.0,0.031331639090796004,0.004819277108433735,0.0003909790470774317,104234142.32,470.0820249776986,102.37254843334864,40180866.01,5.0,4.2
260900,Macaparana,25114.0,0.04430050777657831,0.014742014742014744,0.00039982407740594137,49015166.59,458.66281138789986,94.29717685513442,14673411.31,4.5,2.8
260910,Machados,15571.0,0.04969633644615686,0.014705882352941175,0.000391823940442761,33393066.65,441.778947368421,74.51952151133786,8562922.44,4.7,3.6
260930,Mirandiba,15185.0,0.05040402702344681,0.02298850574712644,0.0001324678765399391,33442598.16,428.0733570159857,75.13258980265593,11571608.03,4.7,3.9
260940,Moreno,61577.0,0.023993706568768848,0.006112469437652812,0.0005408417464271666,83871194.12,441.7424533974738,85.7871460655866,33550097.55,4.0,2.9
260950,Nazaré da Mata,32174.0,0.038017714570858285,0.01279317697228145,0.0006237524950099799,59235145.11,439.81015228426367,88.1059061655171,13384505.33,4.4,3.5
260960,Olinda,390144.0,0.01843930843607347,0.014292675004060418,0.00041335681679307,550404384.15,459.0489051094889,102.54348999453694,146168858.51,4.0,3.5
260970,Orobó,23717.0,0.04707771626590035,0.0234375,0.00021130034230655448,50220004.19,439.9024460431653,81.96602467791791,17792925.74,5.9,4.3
260980,Orocó,14623.0,0.05697473174108687,0.006896551724137931,6.922810661128418e-05,36252132.56,424.0623786407764,68.57529306997118,16480714.61,4.1,3.3
260990,Ouricuri,68236.0,0.03665996808322005,0.014333895446880268,0.00029552574029197945,103735041.95,440.2944582299428,83.94203452180989,52790884.7,3.8,3.3
261000,Palmares,62571.0,0.036099518459069016,0.009771986970684038,0.0005296950240770465,119863528.8,444.9259679572766,85.3786458835587,38383432.56,4.8,3.9
261010,Palmeirina,7864.0,0.07228008533065629,0.027272727272727268,0.00025097251850922326,24945585.47,436.6499999999999,71.92225265073799,8399056.19,3.7,2.8
261020,Panelas,26440.0,0.06318016928657799,0.012376237623762377,0.00018893591293833126,68143149.93,438.8784370477567,82.2026683222192,21347466.05,5.9,4.0
261030,Paranatama,11403.0,0.08065510257990667,0.009478672985781993,0.0002641542660913974,,430.4599078341013,72.9291062785227,12210370.85,5.5,4.4
261040,Parnamirim,21290.0,0.05256452602274336,0.012738853503184714,0.0003774831312225735,52118821.12,438.3018018018017,82.59881910620399,16865178.77,4.8,2.9
261050,Passira,28935.0,0.038127113380719065,0.005102040816326529,0.00020702505003105377,52210631.61,441.47263045793403,85.87856879610754,20105238.71,5.3,3.8
261060,Paudalho,55493.0,0.02998473504397761,0.011560693641618495,0.0005633495674929128,98199540.43,436.30680473372826,85.33934047151884,34663244.79,3.8,3.6
261070,Paulista,325590.0,0.016323242338797138,0.013225058004640371,0.00032534936324481764,412905628.12,455.43797662976766,97.98109910710363,118056718.45,4.1,3.4
261080,Pedra,22455.0,0.0413820811570912,0.012232415902140671,0.00022320432123565918,36433454.87,437.8510273972602,79.28526185919876,19230827.52,3.8,
261090,Pesqueira,66524.0,0.022281680347074208,0.008620689655172414,0.00043837770017988596,103618363.96,452.9075733333336,93.44445040135021,43105619.44,4.3,3.8
261100,Petrolândia,35731.0,0.04852583328617509,0.014204545454545452,0.00022635957218040856,77654840.21,445.07919010123743,86.45841033330036,19432000.2,5.3,3.8
261110,Petrolina,337683.0,0.0208434377362924,0.016383495145631068,0.0003735491081515043,597747317.59,467.7512324048241,105.30020641738916,154698256.41,5.6,5.0
261120,Poção,11266.0,0.04376387039502885,0.005434782608695652,0.0005326231691078562,27191187.69,456.17508650519005,96.06564199341548,12954822.38,4.9,2.9
261130,Pombos,26902.0,0.033754331060690736,0.010554089709762531,0.00026079505234529257,60530465.2,442.5543828264762,82.64133637634518,19138425.04,3.9,3.0
261140,Primavera,14657.0,0.05465573092563237,0.005291005291005291,0.00034461368805568964,26972085.85,428.0059405940592,72.80181210059803,7190763.4,4.8,3.9
261150,Quipapá,25686.0,0.032698934837092734,0.008875739644970414,0.0003916040100250625,55892855.49,435.1629156010235,79.59864694566132,19013005.25,4.7,3.1
261153,Quixaba,6812.0,0.04528799648248572,0.011627906976744186,0.0001465630954125751,21124169.11,480.91360946745596,91.42841913532507,7087885.2,5.8,4.7
261160,Recife,1625583.0,0.017134115310388498,0.010480054090601758,0.00035988505939031016,3947284818.46,480.8286328262889,121.30417595759505,874627935.89,4.6,3.5
261170,Riacho das Almas,20286.0,0.044406998067106115,0.013651877133105802,0.0004956138177132378,46946010.54,442.734647887324,81.95460786883794,14660255.72,4.5,3.1
261180,Ribeirão,46877.0,0.03336976789043914,0.012924071082390954,0.0004500739407188324,74043915.66,447.62814178302887,85.88163060867954,22051588.1,4.5,3.4
261200,Sairé,10247.0,0.06218261952668391,0.02112676056338028,9.581297307655457e-05,25712818.41,463.876129032258,96.9694023631983,9057979.15,4.5,3.9
261220,Salgueiro,60117.0,0.02705415851026452,0.016888888888888887,0.00035135270792551317,117053665.4,467.0483414634152,103.52800461734634,29838193.33,4.9,4.5
261240,Sanharó,25521.0,0.03673094582185491,0.01497005988023952,0.00023954964666427118,42546673.43,461.0623818525521,95.85554987606771,13654536.12,4.0,3.3
261245,Santa Cruz,15032.0,0.05317358820757892,0.0231023102310231,0.0005384667160261156,31765113.79,439.042944785276,87.51671090466671,15649344.43,4.6,3.3
261247,Santa Cruz da Baixa Verde,12439.0,0.04323232323232323,0.005847953216374269,0.000404040404040404,34248424.39,457.5987951807229,86.41863349958857,11553448.68,5.4,4.5
261250,Santa Cruz do Capibaribe,103660.0,0.028408139133862143,0.018582243633860976,0.0005419520126127014,142532062.84,461.23805309734496,98.14395607273524,38618731.48,5.0,4.0
261255,Santa Filomena,14265.0,0.039161727349703634,0.026178010471204192,0.00014112334180073385,36589872.87,433.64418604651166,72.55438359751336,14603433.94,5.2,3.8
261260,Santa Maria da Boa Vista,41475.0,0.03710071925023612,0.019151846785225718,0.00031482333567432735,75815600.44,425.3521248915868,74.12044051752638,35483074.78,3.6,2.5
261270,Santa Maria do Cambucá,13921.0,0.03254737451178938,0.0053475935828877,0.0002893099956603501,27177550.56,463.0808411214954,88.00504444164845,10112419.7,5.0,3.4
261290,São Benedito do Sul,15497.0,,0.012422360248447204,0.00013067624959163673,28009582.4,442.1265432098764,85.86845912468925,9226127.96,4.3,2.7
261300,São Bento do Una,58251.0,0.03357671829202726,0.021592442645074227,0.0004335836556305174,85530614.03,450.4264667535852,89.43188659740964,31417992.25,4.9,4.4
261310,São Caitano,36895.0,0.04363082447025542,0.01936619718309859,0.0006256290291869543,57229632.84,452.43421400264197,88.36197801397068,23182731.72,4.7,3.8
261320,São João,22518.0,0.04977012007320448,0.006211180124223602,0.0004910056688836316,46711168.09,448.4977611940297,84.33408859797605,19217329.35,5.5,3.0
261330,São Joaquim do Monte,21215.0,0.05106041282886968,0.005571030640668525,0.00028340654669122857,46668679.39,457.03410256410285,89.90838262310172,20084875.91,4.8,3.7
261340,São José da Coroa Grande,20654.0,0.045389722153921806,0.009146341463414634,0.0007376444553725104,41183011.31,438.1611764705888,78.90892004284842,11294293.9,3.8,3.4
261360,São José do Egito,33537.0,0.03440731305260003,0.011876484560570073,0.00014985763524651586,63580919.17,466.41549450549456,96.94908631448747,27618093.88,5.6,4.2
261370,São Lourenço da Mata,111197.0,0.02570195167960531,0.009428729894620078,0.0004806645868098382,165971330.75,443.29276563677377,87.36979655270395,52888270.17,4.0,3.4
261380,São Vicente Ferrer,17834.0,0.04126555199009176,0.003846153846153847,0.00028148398356133537,37305298.56,440.1595121951222,86.4636397413183,11643200.17,4.1,3.5
261390,Serra Talhada,84970.0,0.03498435128983308,0.018679119412941963,0.00029637708649468886,174444178.69,465.2202451838881,102.94533273113541,58722634.61,4.7,4.7
261400,Serrita,19049.0,0.05221643792396277,0.0132013201320132,0.0002629226481569122,49791030.63,441.5778823529415,82.54617592959309,21166443.63,4.4,4.3
261420,Sirinhaém,44734.0,0.03086880756783669,0.013157894736842105,0.0005657772648063911,78596242.56,430.4197707736393,80.09254391851378,20395561.08,4.1,3.1
261450,Surubim,63780.0,0.03082354431181332,0.012746234067207415,0.00026913212804356766,94578122.82,471.5947646747755,96.70971006158544,53825348.83,4.7,3.6
261460,Tabira,28132.0,0.03158308891909292,0.01141552511415525,0.00010730381286215035,49502864.65,467.3154450261779,95.42461234855742,23845608.64,5.2,3.9
261480,Tacaratu,25003.0,0.04422155445464144,0.017543859649122806,0.0001218224640623731,39351155.74,425.74148471615763,76.81073177592256,13184744.77,4.8,4.0
261485,Tamandaré,22850.0,0.04568190872471338,0.019021739130434784,0.0005311849851710859,58976641.22,432.2037356321839,74.9904444468702,14831836.12,4.3,3.8
261500,Taquaritinga do Norte,27981.0,0.036351116265584224,0.01875,0.00032618150188460423,41795565.52,456.5951573849877,87.31216413317436,12882277.87,5.4,4.2
261510,Terezinha,7089.0,0.06419158282556328,0.028571428571428567,0.00014170327334561429,,448.1124183006536,85.27839419116589,7135225.14,5.5,
261530,Timbaúba,53328.0,0.03588958772699278,0.012690355329949237,0.00033593997872380133,92712765.82,462.04330755502747,92.40506146983542,34965410.32,4.3,4.0
261540,Toritama,43174.0,0.03888611922227762,0.016366612111292964,0.0006647199867056003,71459843.74,449.93291614518137,86.94882547228144,16902230.6,3.8,
261570,Triunfo,15235.0,0.029836065573770488,0.009569377990430622,0.0002622950819672132,36609528.57,473.34235294117656,98.66610299020212,11851729.12,5.9,4.9
261580,Tupanatinga,26727.0,0.04082558403266047,0.01875,0.0002646102668783549,52715838.08,450.13763066202085,93.62117710624138,20603712.21,6.1,4.1
261590,Tuparetama,8159.0,0.054853356240029454,0.02307692307692308,,20981640.83,471.1818181818178,84.90976140013386,7970227.09,6.3,4.9
261600,Venturosa,18067.0,0.040123111359820926,0.015209125475285171,0.00016787912702853942,40614670.31,455.9260303687633,91.95620209401648,14935409.59,5.0,4.0
261618,Vertente do Lério,7693.0,0.06532403821327136,,,19761226.19,450.4414814814814,82.13356921392545,7452451.31,4.9,3.3
261620,Vertentes,20222.0,0.027432919503404086,0.01092896174863388,0.0008009611533840609,39832726.2,458.66006825938575,90.82297403368868,12852902.52,4.2,3.8
261640,Vitória de Santo Antão,136706.0,0.0274732152718972,0.012440191387559809,0.0003608114576046537,257630001.13,454.9520970782289,97.0032666369342,85619916.15,4.4,3.1
261650,Xexéu,14618.0,0.06472846955567746,0.01056338028169014,0.00047997805814591326,39492411.88,418.6734234234236,66.56429318781697,11920999.28,4.5,3.9
270010,?gua Branca,20422.0,0.04986786728002349,0.011940298507462687,0.0003425663110502104,,429.42367941712206,77.16958446647978,18853068.42,3.9,3.1
270030,Arapiraca,232671.0,0.034502906259602784,0.012607040913415794,0.0006102495964129442,617919277.36,449.12489266380686,94.7603857114836,219576623.6,4.6,3.8
270040,Atalaia,47528.0,0.04854327878557233,0.013717421124828532,0.0004228508605015011,,416.81304801670217,72.25963163881048,34801077.97,3.9,2.9
270050,Barra de Santo Antônio,15909.0,0.05431330199466397,0.016835016835016838,0.000889340617456486,,417.0870722433461,74.39523696189767,13515839.83,,
270060,Barra de São Miguel,8336.0,0.07331236390031454,0.012048192771084338,0.00036293249455601257,30991014.56,429.52608695652236,85.9674243770932,8283565.72,4.2,2.4
270070,Batalha,18631.0,0.04876730103806228,0.014760147601476013,0.0003784602076124569,,433.676470588235,87.77892313492123,17254004.54,4.6,3.1
270080,Belém,4517.0,0.11624863685932388,,,,412.73680555555535,63.9051600032333,4648219.93,4.1,2.8
270090,Belo Monte,6786.0,0.07512915129151293,0.03571428571428571,0.00014760147601476016,,407.0722222222223,85.74286521826319,8442966.84,4.5,2.9
270100,Boca da Mata,27498.0,0.04799445235227563,0.012224938875305624,0.0005109675535603488,79572486.43,440.3358787878788,91.83401022742778,21560694.38,4.6,2.9
270110,Branquinha,10709.0,0.06831084225221032,0.024390243902439025,0.0007445323406235459,33795533.01,420.2825396825396,70.20321369209826,9775955.25,4.8,3.5
270120,Cacimbinhas,10859.0,0.05158069883527455,0.012738853503184714,0.0002773155851358845,27868960.07,424.0205263157897,74.41542658620753,11140562.83,3.6,2.6
270130,Cajueiro,21443.0,0.05853430110044487,0.012618296529968454,0.0006555841723249825,,416.4057441253265,73.86376534399663,20054264.44,4.1,3.4
270135,Campestre,7002.0,0.06377185439954143,0.028571428571428567,0.00014330753797649757,,430.7376237623763,85.8828409538077,5619655.54,4.0,2.7
270140,Campo Alegre,57008.0,0.037320574162679435,0.014462809917355372,0.0003012581959950381,,420.442960662526,71.1990764271218,35504660.59,6.0,4.5
270160,Canapi,17980.0,0.0738206497552292,0.026229508196721308,0.0005006675567423231,,430.4710000000003,74.40183346608859,19675770.26,4.9,3.6
270170,Capela,17428.0,0.0665448106471697,,0.0004569600731136117,65198245.87,411.1896373056993,63.34114066014167,17952846.06,4.3,3.3
270190,Chã Preta,7424.0,0.058482684274356565,0.026785714285714284,0.00026950545748551406,,410.90223880597017,64.30043845828351,7404703.78,4.3,3.1
270210,Colônia Leopoldina,21786.0,0.05236642632649288,0.011857707509881422,0.0005084119060824551,,425.67836879432633,77.18355987363773,17723605.47,4.2,3.8
270220,Coqueiro Seco,5895.0,0.055706984667802384,,0.0010221465076660989,,417.9147058823529,85.53139405070038,5097199.91,4.4,2.4
270230,Coruripe,57079.0,0.058554501951228126,0.021788990825688075,0.0006886687503310907,161490714.3,428.1313377679231,74.92658720294583,51953916.97,6.5,4.4
270240,Delmiro Gouveia,52306.0,0.045675712060311166,0.016025641025641024,0.0002115506663845991,115206025.89,440.0079718004342,91.56281458106669,44701947.38,3.6,3.4
270250,Dois Riachos,11219.0,0.06593014967925873,0.023622047244094488,0.0002672843905915895,30145728.19,426.03177083333327,76.6800647894532,9717464.87,3.4,2.8
270260,Feira Grande,22458.0,0.07623038516405135,0.013157894736842105,0.0004903708987161198,,441.9709401709402,92.46796059262451,18626246.8,4.4,2.3
270270,Feliz Deserto,4777.0,0.10387694900969237,0.043478260869565216,0.00021070375052675936,15001311.45,433.6127659574469,78.13151014133652,4337165.81,4.0,2.8
270280,Flexeiras,12943.0,0.05132770767206008,0.02475247524752476,0.0007741735697143299,,420.9417475728155,76.821100409657,11919133.06,4.5,2.8
270290,Girau do Ponciano,40912.0,0.05190157703793282,0.013816925734024179,0.0003455169179890915,,422.7151965065502,71.31503310793595,32137786.54,4.0,3.4
270300,Ibateguara,15822.0,0.04594064418148453,0.011450381679389313,0.0006960703663861292,,419.20307167235467,69.1989851466554,13420252.5,3.9,3.0
270310,Igaci,26031.0,0.0460427786951346,0.008695652173913044,0.0003840098306516647,60915760.03,428.27595190380765,81.23899507087836,32118207.89,3.9,2.8
270320,Igreja Nova,24687.0,0.0427263479145473,0.020202020202020204,0.0001627670396744659,49638813.12,429.8714776632305,76.64146832120109,17187601.06,4.5,3.5
270330,Inhapi,18637.0,0.05697867998496321,0.023178807947019868,0.00032221685194135655,,424.8255813953488,73.44435713430055,17355012.31,4.2,3.1
270350,Jacuípe,7148.0,0.06995252722703156,,0.0004188774085450991,,415.0826446280992,70.81544755876119,5190098.32,4.4,3.4
270360,Japaratinga,8403.0,0.07101796407185629,0.032,0.0003592814371257485,,403.93000000000006,79.59183438503725,6992830.84,3.9,2.5
270375,Jequiá da Praia,11824.0,0.06917179206335833,0.0064516129032258064,8.425309630128908e-05,,417.34312796208513,66.22938196815329,14443118.57,6.8,4.0
270380,Joaquim Gomes,24174.0,0.05224221769668758,0.012755102040816329,0.0007896596151448402,,404.98383838383796,69.23800809488071,19263161.23,3.8,3.4
270390,Jundiá,4249.0,0.09510423986882174,,0.0011712344811431249,16474536.92,420.68625,62.9378872909281,5122507.7,4.0,3.3
270410,Lagoa da Canoa,18256.0,0.06138581475222155,0.00847457627118644,0.0004361336749713787,42643127.38,434.4724137931034,85.8389487850745,17340776.36,3.8,2.8
270420,Limoeiro de Anadia,28793.0,0.05527409943747598,0.013850415512465374,0.00031445442157856116,57752566.41,443.90782122905074,82.69339326367319,27250652.24,4.0,3.6
270430,Maceió,1021709.0,0.01518288610961231,0.014590564339889447,0.0005652152898134,1888270750.06,453.5631991177361,104.71105108201692,457510450.31,4.4,3.4
270450,Maragogi,32568.0,0.05038699449815051,0.005905511811023622,0.00043517453607286067,,427.2968421052635,75.21555367786209,22268497.52,3.2,2.4
270470,Marechal Deodoro,51715.0,0.047230697019479004,0.015222482435597191,0.0006258311820386451,192061301.07,439.86828897338427,94.18642790853201,36690722.44,4.0,2.8
270480,Maribondo,13587.0,0.047932674716428834,0.009433962264150943,0.0008781558726673988,29394664.26,425.71573426573417,78.83954834436314,7422068.78,3.3,3.0
270490,Mar Vermelho,3600.0,0.10463832136940916,,0.0005521811154058532,15196470.21,428.95761589403986,72.53807316353357,4282158.19,4.7,4.0
270500,Mata Grande,25589.0,0.03810082063305978,0.011730205278592377,0.00019538882375928096,,430.8152542372879,75.17021324412983,20392735.04,4.1,3.7
270510,Matriz de Camaragibe,25010.0,0.06381957773512477,0.008456659619450317,0.0009197056941778632,55150715.67,413.6953586497887,69.91634157941867,20117288.87,3.7,3.5
270520,Messias,17789.0,0.042956304050978604,0.014035087719298246,0.0005689576695493857,44381004.0,418.2188995215312,69.24188930320754,12236788.83,5.0,3.6
270550,Murici,28462.0,0.04997353096876653,0.01338432122370937,0.0005293806246691371,74451534.9,422.8208722741432,76.40587124804236,36071208.59,4.7,3.6
270570,Olho d'?gua das Flores,21706.0,0.051430155722933316,0.006734006734006736,0.0002772515133311769,53824550.49,431.5397463002113,84.97052670432305,27083030.7,4.0,3.0
270580,Olho d'?gua do Casado,9381.0,0.06366960636696062,0.013986013986013986,0.0006453000645300068,,412.9125,74.91060394014434,8262910.06,4.1,2.6
270590,Olho d'?gua Grande,5187.0,0.08227114716106605,0.02,0.0009656237929702588,,432.55671641791054,78.42153233971695,6374842.13,3.6,2.1
270630,Palmeira dos ?ndios,74049.0,0.03738596063780828,0.011811023622047244,0.0006226481496521293,166952761.65,443.1450874831767,92.43153985282144,76914404.69,4.5,3.6
270640,Pão de Açúcar,24834.0,0.03577457995015677,0.00997506234413965,0.00028137310073157013,66357285.26,412.33135755258115,76.28458371216426,22104002.47,4.5,3.9
270642,Pariconha,10674.0,0.04754268465239128,0.021052631578947368,9.433072351664937e-05,25502758.74,419.57462686567163,80.96967082490339,12491519.62,4.6,3.3
270644,Paripueira,13076.0,0.05610304958485295,0.01990049751243781,0.00023279273686660973,37657451.06,422.18434163701056,84.18922078744494,8975989.88,4.0,3.3
270670,Penedo,64292.0,0.04048443986640447,0.006128702757916241,0.0005930642694384617,,437.2262758969183,86.13874654912439,57689365.24,3.8,2.8
270680,Piaçabuçu,18043.0,0.04469490866692577,0.013114754098360656,0.0004441730053855976,,427.32764705882363,82.01958971911631,16040204.61,4.3,3.1
270700,Pindoba,2954.0,0.08017591339648174,,,,417.18125,62.664532899484996,2491717.8,4.5,3.3
270710,Piranhas,25130.0,0.07470941883767535,0.018604651162790697,0.0005611222444889778,,441.9146025877999,83.43513353852667,21038012.09,,4.0
270720,Poço das Trincheiras,14535.0,0.050921134340716205,0.01606425702811245,0.0001379976540398813,40886097.6,429.34557823129234,80.4868833279578,17000744.06,3.9,3.0
270730,Porto Calvo,27398.0,0.049545587804163,0.01650943396226415,0.0006596306068601582,,419.703632887189,77.7463717488487,22946234.43,4.4,3.2
270740,Porto de Pedras,8055.0,0.08158508158508157,0.034782608695652174,0.0003680529996319471,,414.02625000000006,68.20875392749653,8201365.38,3.6,2.1
270750,Porto Real do Colégio,20268.0,0.0402870576589953,0.01524390243902439,0.0002969561989606533,34371592.64,420.66802507837014,69.73810563031542,15290927.63,3.8,2.1
270760,Quebrangulo,11542.0,0.046756383712905455,0.024509803921568627,0.0003450655624568668,46233048.02,428.35932203389854,81.96611779217916,16139413.33,5.0,3.6
270770,Rio Largo,75688.0,0.02735144424614978,0.019588638589618027,0.0007138607971445567,123003111.22,432.9376502002669,82.73999122511653,35888145.58,4.2,3.2
270780,Roteiro,6788.0,0.10436572100543877,0.013888888888888888,0.0002939879464941937,29225115.47,406.93125,80.3505349957242,7080839.89,4.1,
270800,Santana do Ipanema,48033.0,0.045294855708908406,0.015476190476190475,0.0005437055625261396,,434.0608874281012,86.13139737450861,67736176.24,3.8,2.9
270810,Santana do Mundaú,10952.0,0.06812607866291216,0.02072538860103627,0.00045417385775274767,31529120.52,422.1941368078177,77.11659005844763,8591069.71,4.4,2.5
270830,São José da Laje,24140.0,0.038215236194278114,0.01891891891891892,0.000790086493679308,53357690.09,427.1058426966293,79.13136080646734,18043091.5,5.1,4.0
270850,São Luís do Quitunde,34798.0,0.0275539381336106,0.01008403361344538,0.0006931808335499522,36011154.83,425.6284565916394,80.30928986835801,23327554.07,,
270890,Satuba,13824.0,0.0656154248561393,0.010256410256410256,0.0005231298109259399,29997883.51,428.1838827838829,76.48876967599693,10347950.83,4.0,2.6
270900,Tanque d'Arca,6293.0,0.07374584586168698,0.013333333333333334,0.0003165057762304162,18189274.47,408.1204379562043,73.65204875019366,5658194.63,3.9,3.0
270910,Taquarana,20097.0,0.05455455455455455,0.015873015873015872,0.0005505505505505506,55093917.26,431.2045226130657,87.55763171295868,16549034.02,5.3,3.7
270915,Teotônio Vilela,44426.0,0.05444995358735765,0.016691957511380882,0.0006339287735742262,,421.82701189643126,72.66774392081517,41167127.34,5.7,4.6
270920,Traipu,27938.0,0.05543564285200374,0.015337423312883437,0.0002877904885243543,96056995.74,423.9148148148149,76.54413615746535,25997923.61,3.5,2.6
270930,União dos Palmares,66255.0,0.03550600602875017,0.0106951871657754,0.0007270854476877168,128965610.48,426.0342653787493,79.28644558155587,47716028.15,4.4,3.0
270940,Viçosa,26176.0,0.06260491377994812,0.017994858611825194,0.0008011597741492447,61506655.83,423.2040704070408,76.34581922652661,21385868.48,4.3,3.2
280020,Aquidabã,21452.0,0.047250375375375374,0.017543859649122806,0.00028153153153153153,35066083.93,418.2130925507904,76.80043428279131,10637801.41,3.8,
280030,Aracaju,641523.0,0.019140442264170027,0.01583523080107638,0.0005863350739003453,1510425478.75,471.18663736979215,117.62705442167216,299742844.84,4.4,3.4
280040,Arauá,10467.0,0.06374125212786079,0.00641025641025641,0.0003782863627766218,25803799.17,422.6377659574467,75.10385704650865,8980770.01,,2.6
280050,Areia Branca,18329.0,0.03804228143580709,0.019867549668874173,0.0008258092931072451,36216223.17,432.1343511450381,88.14430287548988,8380733.81,4.0,2.6
280060,Barra dos Coqueiros,29248.0,0.04759912124699237,0.008865248226950355,0.001290232590577815,90349034.64,442.94242125984186,92.84612898039448,11991584.97,3.8,3.5
280067,Boquim,26856.0,0.03177570093457944,0.013071895424836602,0.0005981308411214954,45325055.62,431.8025100401608,82.89008744541434,16809435.45,3.8,3.0
280070,Brejo Grande,8271.0,0.051350693599415916,0.024,0.0006084205402774398,22672381.13,397.1670588235295,63.52374581928529,6131398.51,3.5,2.5
280100,Campo do Brito,17986.0,0.04093403516631202,0.01879699248120301,0.0003919811849031247,36646659.23,442.61354309165563,90.09497147358765,9431493.97,,
280120,Canindé de São Francisco,28832.0,0.07500265214470103,0.01957585644371941,0.0004950670108561123,94818429.6,426.6909714285719,72.91457195907516,25977006.04,4.3,3.3
280130,Capela,33715.0,0.032600227722178944,0.008849557522123894,0.0006591957811470006,69204065.35,418.5398373983741,73.67528353692414,20998272.53,3.8,2.8
280140,Carira,21665.0,0.04715136846024949,0.002949852507374631,0.00041891640290448703,42969417.06,435.3303085299456,85.77162471934149,12435320.32,3.9,2.4
280160,Cedro de São João,5912.0,0.057385398981324276,0.03333333333333333,0.00033955857385398983,14362856.04,437.0021164021165,97.53468556936058,4114279.98,5.0,4.0
280170,Cristinápolis,18092.0,0.06314555301211545,0.01644736842105263,0.00033498967115180617,45294617.37,423.72567567567535,74.36121418109038,13746782.08,4.5,3.4
280190,Cumbe,3999.0,0.06398996235884567,,,13893616.01,427.5778571428573,86.3125698956637,3653117.67,3.6,2.9
280200,Divina Pastora,4975.0,0.09877300613496932,0.0273972602739726,,30796678.59,415.7920289855073,63.063736802561905,3513315.12,3.8,3.0
280210,Estância,68846.0,0.03710255098311527,0.011029411764705885,0.0003800891747679263,152002321.0,438.4036906854128,89.37177844251076,41493325.48,3.9,2.8
280230,Frei Paulo,15200.0,0.0398085997208746,0.023696682464454968,0.00033229215125938727,32209258.35,441.99794050343206,87.3962329419638,13759163.59,4.0,4.3
280240,Gararu,11730.0,0.04733879222108495,0.013513513513513514,0.000341180484476288,23213008.93,416.00620155038735,66.80591466153777,10211980.84,,3.1
280250,General Maynard,3274.0,0.10832559579077684,,,12361426.44,409.13437499999986,62.71102619094231,2049312.2,3.4,
280260,Gracho Cardoso,5859.0,0.06857045143638851,,0.00017099863201094388,12871262.99,420.9514705882349,63.635340026511784,5608484.72,4.0,2.6
280270,Ilha das Flores,8604.0,0.056880307083866474,,0.00023263929277655,23123137.96,418.21840000000014,64.84393719514371,8593881.59,4.1,2.6
280290,Itabaiana,94393.0,0.0295601248236652,0.016546762589928057,0.000887017483862694,144795874.44,462.67853237410117,103.7806079848272,54965306.9,4.2,3.4
280320,Itaporanga d'Ajuda,33713.0,0.0450220608097968,0.01320754716981132,0.0005702794369240929,82989611.04,418.471165048544,72.97945790824349,21942709.41,,2.6
280330,Japaratuba,18474.0,0.0512904636920385,0.02464788732394366,0.0005468066491688539,61493470.87,425.2866372980912,76.13421632029204,9789560.58,4.4,3.2
280340,Japoatã,13242.0,0.04356360890902227,0.01282051282051282,0.0006795016987542467,27820984.77,421.7928176795578,63.99595910259508,8821932.63,4.1,3.3
280350,Lagarto,103188.0,0.03563570220131629,0.01815736381977135,0.0004205091094008233,173670573.39,441.6626587198757,88.87841519566776,73300845.1,4.4,3.7
280360,Laranjeiras,29418.0,0.06841743906625472,0.021505376344086027,0.0009268795056642636,98425837.95,421.18311688311707,82.32369428861989,14754107.52,3.6,2.1
