codigo,latitude,longitude,municipio,uf,bolsapib,rural,analfabetismo,saneamentoruim
2504033,"2080,5523","-804,13536",capim,PB,"37,71","26,69","39,85","95,28"
2504074,"1929,5811","-899,4418",caraubas,PB,"31,40","61,09","19,09","61,55"
2504108,"1731,146","-806,58227",carrapateira,PB,"36,27","27,96","28,08","83,05"
2504157,"2006,722","-784,32083",casserengue,PB,"44,77","51,01","41,06","70,01"
2504207,"1812,214","-821,60723",catingueira,PB,"32,84","40,07","35,77","83,16"
2504306,"1802,7172","-727,18916",catole do rocha,PB,"26,11","25,86","23,14","62,64"
2504355,"1980,0628","-860,00735",caturite,PB,"18,10","77,46","22,44","80,13"
2504405,"1707,2426","-859,97588",conceicao,PB,"43,84","37,74","32,72","80,11"
2504504,"1810,7526","-794,38246",condado,PB,"33,56","30,71","29,61","62,98"
2504603,"2112,8699","-850,03718",conde,PB,"9,09","32,30","23,17","93,74"
2504702,"1913,2966","-901,32309",congo,PB,"26,04","37,23","28,54","59,95"
2504801,"1770,5939","-810,09525",coremas,PB,"41,34","24,62","33,41","47,46"
2504850,"1915,4858","-883,99414",coxixola,PB,"25,90","55,84","21,21","68,53"
2504900,"2086,6317","-833,81201",cruz do espirito santo,PB,"38,86","54,24","33,05","85,01"
2505006,"1953,7815","-795,12492",cubati,PB,"43,99","30,54","27,75","80,31"
2505105,"1981,7736","-759,51069",cuite,PB,"38,99","32,62","31,72","85,10"
2505204,"2041,5905","-803,00603",cuitegi,PB,"45,22","18,59","34,36","95,57"
2505238,"2071,2844","-804,32288",cuite de mamanguape,PB,"32,87","66,64","41,21","99,59"
2505279,"2068,5677","-784,21217",curral de cima,PB,"3,21","90,92","40,50","99,52"
2505303,"1746,9116","-865,072",curral velho,PB,"35,82","43,71","34,92","70,06"
2505352,"1997,6159","-771,07065",damiao,PB,"39,45","53,51","39,66","99,49"
2505402,"1866,5713","-842,25077",desterro,PB,"48,48","38,82","25,49","65,48"
2505501,"1815,3413","-777,67055",vista serrana,PB,"3,49","54,84","25,55","80,02"
2505600,"1731,062","-851,57463",diamante,PB,"43,54","42,29","30,30","84,01"
2505709,"2029,0802","-768,32654",dona ines,PB,"41,07","55,74","39,32","86,71"
2505808,"2056,2929","-782,1463",duas estradas,PB,"37,83","21,96","30,58","74,58"
2505907,"1795,6997","-815,30919",emas,PB,"32,73","35,73","30,43","51,53"
2506004,"2000,591","-812,61369",esperanca,PB,"17,98","30,44","26,04","39,72"
2506103,"2010,9322","-858,44108",fagundes,PB,"47,08","52,08","32,24","89,56"
2506202,"1941,2528","-742,60777",frei martinho,PB,"37,71","38,39","29,96","39,79"
2506251,"2006,3715","-881,33954",gado bravo,PB,"43,71","89,16","32,83","98,52"
2506301,"2049,7527","-800,28773",guarabira,PB,"16,65","11,51","20,25","32,89"
2506400,"2050,4396","-831,03305",gurinhem,PB,"39,10","58,23","37,78","94,99"
2506509,"1936,2675","-840,45733",gurjao,PB,"26,55","32,64","21,02","66,98"
2506608,"1721,0182","-859,12652",ibiara,PB,"47,78","38,88","37,98","94,27"
2506707,"1814,47","-848,62377",imaculada,PB,"46,16","55,40","30,75","75,70"
2506806,"2029,5991","-845,89242",inga,PB,"37,52","36,20","36,42","95,04"
2506905,"2058,0104","-855,41621",itabaiana,PB,"35,63","19,40","27,46","69,35"
2507002,"1745,5514","-836,05296",itaporanga,PB,"25,32","23,99","22,84","39,06"
2507101,"2071,1299","-793,14984",itapororoca,PB,"24,83","36,13","33,62","89,61"
2507200,"2025,4852","-860,8082",itatuba,PB,"32,97","41,62","38,07","86,32"
2507309,"2070,8163","-768,20185",jacarau,PB,"44,87","42,39","32,93","94,33"
2507408,"1789,4616","-748,43527",jerico,PB,"36,79","37,26","28,80","60,60"
2507507,"2112,4455","-836,34644",joao pessoa,PB,"6,03","0,38","8,11","31,31"
2507606,"2035,7859","-832,88597",juarez tavora,PB,"44,53","21,54","35,85","89,76"
2507705,"1926,608","-816,44659",juazeirinho,PB,"32,96","45,61","26,01","54,16"
2507804,"1902,7479","-807,84777",junco do serido,PB,"3,44","34,23","21,71","35,99"
2507903,"2073,4721","-856,81994",juripiranga,PB,"30,64","6,36","34,34","94,46"
2508000,"1787,323","-862,41145",juru,PB,"43,63","55,64","33,41","79,41"
2508109,"1781,5951","-757,31834",lagoa,PB,"43,11","50,78","33,84","82,96"
2508208,"2060,2921","-777,53893",lagoa de dentro,PB,"37,98","46,07","31,90","88,65"
2508307,"2002,3953","-829,57186",lagoa seca,PB,"29,26","59,19","21,26","67,34"
2508406,"1749,5658","-751,97908",lastro,PB,"45,27","53,01","31,09","88,00"
2508505,"1884,1131","-847,52525",livramento,PB,"43,55","47,63","23,13","78,07"
2508554,"2053,4413","-762,5451",logradouro,PB,"37,84","56,29","34,11","63,59"
2508604,"2109,2124","-807,46921",lucena,PB,"23,06","13,45","25,32","78,02"
2508703,"1828,5341","-834,7922",mae dagua,PB,"39,92","60,96","30,20","57,69"
2508802,"1820,4411","-792,46691",malta,PB,"38,12","12,61","27,97","26,71"
2508901,"2082,7935","-783,20398",mamanguape,PB,"19,36","19,07","27,90","92,47"
2509008,"1741,967","-886,55208",manaira,PB,"49,28","43,98","35,01","87,06"
2509057,"2099,3367","-787,02323",marcacao,PB,"42,98","62,56","33,33","92,75"
2509107,"2064,8393","-819,5954",mari,PB,"41,01","17,57","35,54","98,69"
2509156,"1731,2471","-782,4043",marizopolis,PB,"41,42","13,22","27,07","85,35"
2509206,"2014,376","-836,56976",massaranduba,PB,"35,84","65,25","30,75","76,09"
2509305,"2095,8727","-764,55976",mataraca,PB,"17,98","11,60","27,14","96,32"
2509339,"2013,1362","-826,84829",matinhas,PB,"30,69","84,22","31,61","89,44"
2509370,"1798,3983","-753,10344",mato grosso,PB,"36,86","55,55","41,52","69,96"
2509396,"1837,2083","-839,34596",matureia,PB,"40,55","35,06","28,13","80,29"
2509404,"2043,2713","-848,14515",mogeiro,PB,"44,03","55,30","32,28","99,31"
2509503,"1994,0068","-822,94652",montadas,PB,"3,39","36,75","25,28","65,60"
2509602,"1707,442","-825,8129",monte horebe,PB,"46,66","44,52","29,46","47,36"
2509701,"1863,829","-912,29624",monteiro,PB,"28,77","34,33","27,38","44,77"
2509800,"2051,978","-814,51061",mulungu,PB,"42,19","52,10","35,24","94,50"
2509909,"2033,6327","-879,8745",natuba,PB,"34,08","65,61","38,67","92,17"
2510006,"1731,603","-796,69669",nazarezinho,PB,"42,87","56,26","31,50","81,75"
2510105,"1967,8281","-750,62195",nova floresta,PB,"37,59","25,07","28,62","98,77"
2510204,"1763,9515","-858,8215",nova olinda,PB,"48,01","46,84","31,75","73,63"
2510303,"1942,5851","-772,85213",nova palmeira,PB,"28,70","41,48","24,66","43,89"
2510402,"1793,1086","-837,69205",olho dagua,PB,"45,92","44,19","33,58","64,80"
2510501,"1960,7196","-808,64996",olivedos,PB,"32,24","47,56","19,37","58,82"
2510600,"1860,2574","-877,71944",ouro velho,PB,"29,58","30,09","22,91","98,19"
2510659,"1913,0824","-846,92492",parari,PB,"22,35","44,35","20,85","53,98"
2510709,"1872,7589","-821,08485",passagem,PB,"36,54","50,34","29,23","64,73"
2510808,"1842,8862","-806,18039",patos,PB,"21,67","3,37","18,46","15,75"
2510907,"1812,1795","-762,67883",paulista,PB,"31,20","51,48","32,20","70,79"
2511004,"1756,9274","-856,68017",pedra branca,PB,"37,23","36,44","25,55","36,49"
2511103,"1946,6618","-784,49405",pedra lavrada,PB,"38,13","58,86","27,76","60,96"
2511202,"2089,0202","-855,48568",pedras de fogo,PB,"12,89","39,49","30,27","83,80"
2511301,"1772,6929","-827,41728",pianco,PB,"34,82","27,07","29,26","53,77"
2511400,"1953,3381","-752,08504",picui,PB,"40,32","33,49","24,66","40,53"
2511509,"2068,0167","-847,77014",pilar,PB,"36,20","31,44","31,64","86,49"
2511608,"2032,1691","-800,26598",piloes,PB,"34,72","52,25","36,17","90,85"
2511707,"2038,8124","-796,37686",piloezinhos,PB,"43,67","46,71","33,23","75,23"
2511806,"2044,9766","-789,9651",pirpirituba,PB,"39,07","23,55","29,90","52,48"
2511905,"2114,2134","-867,4005",pitimbu,PB,"27,38","39,00","27,59","92,23"
2512002,"1977,8757","-818,87383",pocinhos,PB,"40,99","43,53","25,15","67,77"
2512036,"1712,0073","-732,46217",poco dantas,PB,"47,35","73,95","36,46","86,48"
2512077,"1713,803","-755,54317",poco de jose de moura,PB,"39,98","64,18","27,03","64,20"
2512101,"1784,8509","-778,66288",pombal,PB,"26,60","19,80","26,08","40,05"
2512200,"1865,1855","-888,0326",prata,PB,"31,84","36,59","23,49","99,47"
2512309,"1764,3992","-879,1712",princesa isabel,PB,"32,81","31,74","25,33","43,45"
2512408,"1991,843","-829,55091",puxinana,PB,"32,46","67,37","21,59","53,83"
2512507,"1996,0832","-858,82659",queimadas,PB,"26,44","45,83","22,56","57,16"
2512606,"1862,3632","-812,27168",quixaba,PB,"32,81","62,74","26,24","64,89"
2512705,"2005,4003","-804,27501",remigio,PB,"36,29","26,32","30,70","46,67"
2512721,"2068,1434","-776,65764",pedro regis,PB,"38,65","62,74","42,86","98,78"
2512747,"2029,4314","-760,4658",riachao,PB,"34,95","37,97","31,48","78,82"
2512754,"2023,8566","-841,16835",riachao do bacamarte,PB,"38,83","37,55","35,81","88,58"
2512762,"2066,0733","-833,23595",riachao do poco,PB,"28,39","69,09","33,63","98,88"
2512788,"1970,0039","-890,43444",riacho de santo antonio,PB,"21,62","31,13","24,64","63,85"
2512804,"1809,604","-745,46349",riacho dos cavalos,PB,"50,28","51,59","32,64","63,59"
2512903,"2095,6868","-792,56364",rio tinto,PB,"22,87","43,17","26,59","81,57"
2513000,"1895,3268","-819,97754",salgadinho,PB,"36,64","65,71","33,02","85,16"
2513109,"2045,2017","-862,64277",salgado de sao felix,PB,"49,95","56,16","36,87","98,84"
2513158,"1993,5592","-897,13531",santa cecilia,PB,"37,60","71,94","35,61","100,00"
2513208,"1763,256","-751,897",santa cruz,PB,"39,08","53,82","28,18","72,49"
2513307,"1704,0398","-771,15581",santa helena,PB,"37,35","49,67","26,11","75,72"
2513356,"1701,1057","-878,30539",santa ines,PB,"43,45","59,59","32,15","99,02"
2513406,"1888,6617","-798,96487",santa luzia,PB,"26,36","8,42","20,02","17,09"
2513505,"1728,4962","-874,92062",santana de mangueira,PB,"40,08","58,15","36,29","95,04"
2513604,"1770,1799","-848,69178",santana dos garrotes,PB,"40,88","48,58","35,17","90,36"
2513653,"1716,1239","-742,41101",santarem,PB,"32,69","67,88","35,85","99,33"
2513703,"2098,4135","-824,09128",santa rita,PB,"13,19","13,79","20,61","80,40"
2513802,"1828,4599","-816,74026",santa teresinha,PB,"32,54","51,80","27,14","52,29"
2513851,"1919,8677","-836,63066",santo andre,PB,"32,99","67,21","27,15","100,00"
2513901,"1828,0241","-743,90235",sao bento,PB,"0,37","18,91","33,59","42,45"
2513927,"1800,38","-790,54395",sao bentinho,PB,"34,24","31,25","32,80","62,64"
2513943,"1941,3957","-878,95204",sao domingos do cariri,PB,"25,45","57,27","23,81","65,97"
2513968,"1773,7295","-781,76117",sao domingos do pombal,PB,"1,70","65,18","38,55","74,42"
2513984,"1762,9497","-761,68994",sao francisco,PB,"37,98","59,48","31,46","86,85"
2514008,"1932,2177","-862,41844",sao joao do cariri,PB,"29,53","45,97","18,73","54,41"
2514107,"1896,5736","-934,5743",sao joao do tigre,PB,"46,17","65,22","35,78","88,38"
2514206,"1752,2438","-796,87749",sao jose da lagoa tapada,PB,"44,01","56,17","42,35","83,66"
2514305,"1730,4041","-832,67152",sao jose de caiana,PB,"43,48","54,59","32,19","99,38"
2514404,"1836,8213","-784,99913",sao jose de espinharas,PB,"29,43","66,03","32,00","69,19"
2514453,"2059,2992","-842,88756",sao jose dos ramos,PB,"40,20","56,92","38,36","96,28"
2514503,"1712,5776","-813,58438",sao jose de piranhas,PB,"38,38","43,47","25,03","51,20"
2514552,"1754,1344","-884,40955",sao jose de princesa,PB,"44,03","83,53","31,10","99,91"
2514602,"1844,2221","-823,81782",sao jose do bonfim,PB,"43,33","57,90","26,58","54,93"
2514651,"1841,312","-718,60138",sao jose do brejo do cruz,PB,"25,08","43,11","27,92","100,00"
2514701,"1898,4651","-787,66044",sao jose do sabugi,PB,"30,67","35,69","27,22","34,56"
2514800,"1892,4863","-857,22352",sao jose dos cordeiros,PB,"46,49","58,77","22,64","59,11"
2514909,"1868,9028","-799,28595",sao mamede,PB,"33,82","23,48","24,75","26,90"
2515005,"2075,6584","-843,65785",sao miguel de taipu,PB,"40,82","55,54","40,92","69,21"
2515104,"2004,4061","-822,9028",sao sebastiao de lagoa de roca,PB,"35,70","57,80","26,02","77,69"
2515203,"1871,2052","-941,50008",sao sebastiao do umbuzeiro,PB,"30,14","35,18","25,13","67,34"
2515302,"2076,7808","-821,99803",sape,PB,"28,99","23,94","30,80","78,50"
2515401,"1939,4209","-799,59233",serido,PB,"43,72","55,06","22,86","99,66"
2515500,"1907,8018","-871,12201",serra branca,PB,"29,82","35,11","19,85","77,77"
2515609,"2050,1878","-780,25554",serra da raiz,PB,"3,61","33,36","31,81","91,62"
2515708,"1725,1212","-827,74073",serra grande,PB,"37,90","40,30","30,81","68,76"
2515807,"2024,8222","-833,47174",serra redonda,PB,"40,83","48,82","31,90","69,45"
2515906,"2028,4009","-794,32237",serraria,PB,"43,73","44,42","41,20","79,05"
2515930,"2053,3128","-784,63085",sertaozinho,PB,"26,97","26,85","28,43","48,95"
2515971,"2069,6885","-836,27046",sobrado,PB,"35,52","88,02","33,30","99,90"
2516003,"2019,8583","-784,63743",solanea,PB,"36,98","27,58","31,21","82,92"
2516102,"1947,0835","-822,4083",soledade,PB,"32,40","25,53","20,08","46,73"
2516151,"1966,3649","-779,61402",sossego,PB,"45,19","50,08","31,34","100,00"
2516201,"1743,5381","-773,23429",sousa,PB,"17,01","21,16","22,53","35,42"
2516300,"1886,0871","-886,63765",sume,PB,"39,69","23,81","25,49","77,07"
2516409,"2043,6094","-760,51737",campo de santana,PB,"34,24","57,44","30,76","89,44"
2516508,"1895,6592","-834,24392",taperoa,PB,"36,90","40,15","28,22","45,89"
2516607,"1776,5639","-873,28808",tavares,PB,"42,25","53,09","30,95","77,08"
2516706,"1850,4639","-835,31751",teixeira,PB,"36,60","31,95","23,97","69,70"
2516755,"1919,6355","-805,04287",tenorio,PB,"30,24","40,53","29,09","99,87"
2516805,"1705,6636","-756,94511",triunfo,PB,"44,07","53,26","28,54","76,78"
2516904,"1726,0422","-746,36316",uirauna,PB,"33,72","29,04","26,73","46,64"
2517001,"2014,2716","-892,08982",umbuzeiro,PB,"41,29","57,13","35,17","89,62"
2517100,"1875,5466","-783,54213",varzea,PB,"24,73","26,72","13,30","32,17"
2517209,"1739,6508","-752,67801",vieiropolis,PB,"43,11","80,26","37,93","98,45"
2517407,"1862,6486","-931,75787",zabele,PB,"31,49","29,06","22,99","46,80"
2600054,"2092,4424","-918,88441",abreu e lima,PE,"14,79","8,26","10,15","56,69"
2600104,"1806,4647","-890,35594",afogados da ingazeira,PE,"30,63","21,90","23,12","30,60"
2600203,"1430,0403","-977,41009",afranio,PE,"47,38","66,67","25,78","82,98"
2600302,"1987,384","-981,28309",agrestina,PE,"33,69","25,23","32,35","37,13"
2600401,"2036,9133","-1015,1947",agua preta,PE,"40,94","43,34","30,66","65,99"
2600500,"1863,91","-1048,474",aguas belas,PE,"50,01","38,95","40,25","71,65"
2600609,"1897,3578","-981,73903",alagoinha,PE,"42,33","43,54","26,62","68,01"
2600708,"2074,7689","-886,30416",alianca,PE,"36,06","45,89","27,22","52,71"
2600807,"1970,4517","-984,31215",altinho,PE,"41,81","42,84","34,63","48,68"
2600906,"2039,6966","-977,04212",amaraji,PE,"43,27","26,87","30,92","54,15"
2601003,"1948,6242","-1029,8387",angelim,PE,"43,44","40,34","33,40","55,87"
2601052,"2086,5507","-908,53402",aracoiaba,PE,"42,89","15,91","24,04","93,45"
2601102,"1490,044","-865,17921",araripina,PE,"38,65","39,32","25,34","59,98"
2601201,"1870,8985","-967,14233",arcoverde,PE,"25,02","8,90","17,57","19,38"
2601300,"2022,3391","-977,99607",barra de guabiraba,PE,"45,84","10,85","34,84","28,37"
2601409,"2060,8855","-1027,0707",barreiros,PE,"37,53","16,57","23,56","61,40"
2601508,"1999,8453","-996,54537",belem de maria,PE,"55,04","29,61","32,49","67,93"
2601607,"1652,7673","-981,53633",belem de sao francisco,PE,"32,34","37,88","21,71","61,00"
2601706,"1937,8379","-956,05312",belo jardim,PE,"15,90","19,60","24,82","29,68"
2601805,"1763,6159","-949,43422",betania,PE,"51,72","69,07","33,22","78,46"
2601904,"2006,5615","-954,5717",bezerros,PE,"35,91","15,22","28,12","33,59"
2602001,"1548,2678","-871,85197",bodoco,PE,"44,66","63,52","29,91","76,82"
2602100,"1902,2376","-1063,5746",bom conselho,PE,"39,19","34,56","34,16","49,99"
2602209,"2030,2311","-905,19754",bom jardim,PE,"44,36","59,83","30,14","82,88"
2602308,"2013,446","-986,75841",bonito,PE,"35,49","30,23","31,60","37,57"
2602407,"1920,1171","-1044,1418",brejao,PE,"34,85","59,70","32,04","75,96"
2602506,"1841,1473","-845,53346",brejinho,PE,"53,91","53,66","25,37","55,61"
2602605,"1952,3746","-935,43887",brejo da madre de deus,PE,"36,51","22,26","32,31","59,49"
2602704,"2056,6801","-900,89034",buenos aires,PE,"35,32","36,85","28,11","87,08"
2602803,"1857,7924","-998,66611",buique,PE,"34,34","59,32","40,21","74,53"
2602902,"2083,0647","-963,9128",cabo de santo agostinho,PE,"4,84","9,32","13,01","53,59"
2603009,"1615,3987","-957,56717",cabrobo,PE,"27,98","35,87","23,71","41,33"
2603108,"1949,6703","-983,4476",cachoeirinha,PE,"33,83","19,20","32,13","40,26"
2603207,"1905,5633","-1017,6976",caetes,PE,"50,34","71,70","38,63","80,92"
2603306,"1944,459","-1013,311",calcado,PE,"34,82","65,75","32,38","68,58"
2603405,"1755,6003","-919,77264",calumbi,PE,"57,95","61,40","32,60","71,01"
2603454,"2094,4316","-931,43976",camaragibe,PE,"22,58","0,00","11,13","65,97"
2603504,"2008,2066","-968,63417",camocim de sao felix,PE,"37,65","16,24","31,95","30,20"
2603603,"2063,78","-865,51876",camutanga,PE,"10,60","19,89","26,87","78,27"
2603702,"1959,6142","-1030,6045",canhotinho,PE,"43,57","42,47","36,23","54,62"
2603801,"1914,3068","-1004,5377",capoeiras,PE,"40,14","68,03","31,89","71,06"
2603900,"1794,3524","-896,33703",carnaiba,PE,"52,03","58,95","27,07","62,99"
2603926,"1682,2008","-962,72257",carnaubeira da penha,PE,"51,97","83,18","27,49","90,29"
2604007,"2061,0275","-910,35371",carpina,PE,"19,87","3,74","16,12","87,45"
2604106,"1981,0294","-948,81359",caruaru,PE,"9,36","11,22","15,58","22,85"
2604155,"2015,5106","-901,19497",casinhas,PE,"48,88","87,62","31,43","91,40"
2604205,"2009,8896","-1007,732",catende,PE,"33,20","23,69","26,79","41,74"
2604304,"1632,0505","-884,95051",cedro,PE,"38,36","41,63","22,32","44,99"
2604403,"2069,3271","-931,83584",cha de alegria,PE,"50,89","22,89","24,69","83,65"
2604502,"2040,8033","-956,69469",cha grande,PE,"32,63","32,01","30,80","59,38"
2604601,"2085,0828","-885,46217",condado,PE,"33,37","6,77","27,24","97,73"
2604700,"1941,1277","-1055,2928",correntes,PE,"46,79","40,70","32,51","62,56"
2604809,"2033,22","-980,62818",cortes,PE,"22,71","36,55","28,89","48,91"
2604908,"2014,2987","-934,00901",cumaru,PE,"62,02","53,22","32,07","85,14"
2605004,"1988,1263","-996,35118",cupira,PE,"46,74","11,13","30,69","22,34"
2605103,"1797,7378","-940,27107",custodia,PE,"32,87","35,86","27,21","62,50"
2605152,"1472,902","-964,94576",dormentes,PE,"39,32","64,51","26,22","73,37"
2605202,"2062,5572","-974,64624",escada,PE,"28,17","15,04","21,70","67,82"
2605301,"1572,6869","-856,72464",exu,PE,"48,68","48,47","25,22","88,32"
2605400,"2051,9041","-925,56232",feira nova,PE,"46,20","20,70","29,32","82,82"
2605459,"2395,8106","-456,8608",fernando de noronha,PE,"0,04","0,00","27,28","63,50"
2605509,"2069,8104","-870,94749",ferreiros,PE,"30,70","19,84","28,44","53,61"
2605608,"1776,0149","-912,04028",flores,PE,"52,70","57,76","32,94","71,15"
2605707,"1726,8511","-982,16638",floresta,PE,"18,67","31,80","18,40","60,76"
2605806,"1996,7337","-921,05631",frei miguelinho,PE,"49,26","76,29","31,52","90,44"
2605905,"2047,371","-1002,2459",gameleira,PE,"42,48","30,12","26,69","64,77"
2606002,"1923,7832","-1033,0209",garanhuns,PE,"14,76","10,86","17,57","50,27"
2606101,"2056,4144","-932,80913",gloria do goita,PE,"44,85","46,81","29,98","68,84"
2606200,"2101,5562","-887,299",goiana,PE,"14,49","23,29","18,56","74,30"
2606309,"1577,6089","-887,93252",granito,PE,"38,51","53,64","27,12","70,93"
2606408,"2030,8953","-953,40031",gravata,PE,"27,75","10,56","22,32","38,22"
2606507,"1878,7224","-1055,6439",iati,PE,"49,93","57,96","39,37","73,61"
2606606,"1791,5542","-987,2722",ibimirim,PE,"37,50","44,74","32,00","71,49"
2606705,"1958,4187","-998,0756",ibirajuba,PE,"33,01","58,32","35,41","61,08"
2606804,"2099,195","-911,96876",igarassu,PE,"11,58","7,93","14,20","83,42"
2606903,"1829,9143","-903,75828",iguaraci,PE,"49,87","48,13","28,45","66,80"
2607000,"1776,6996","-1012,5332",inaja,PE,"49,67","58,29","35,98","88,94"
2607109,"1829,0257","-888,53931",ingazeira,PE,"34,75","45,37","26,87","57,36"
2607208,"2084,8187","-985,68441",ipojuca,PE,"1,12","25,94","20,64","63,22"
2607307,"1518,941","-853,03328",ipubi,PE,"40,78","38,56","30,23","82,81"
2607406,"1679,8985","-1001,5926",itacuruba,PE,"30,52","15,13","21,56","21,01"
2607505,"1836,2386","-1035,9699",itaiba,PE,"32,19","63,10","39,71","73,72"
2607604,"2111,0893","-905,7056",itamaraca,PE,"24,19","22,35","15,34","88,10"
2607653,"2081,9088","-868,30639",itambe,PE,"29,66","16,88","30,50","82,79"
2607703,"1860,5188","-853,2631",itapetim,PE,"55,79","39,30","25,68","51,01"
2607752,"2105,4279","-903,82139",itapissuma,PE,"5,27","22,92","18,53","76,82"
2607802,"2090,0013","-896,99805",itaquitinga,PE,"31,60","23,12","27,72","90,72"
2607901,"2092,6593","-950,80285",jaboatao dos guararapes,PE,"7,39","2,18","9,12","61,57"
2607950,"2001,049","-1015,1131",jaqueira,PE,"43,17","38,42","32,67","78,92"
2608008,"1925,506","-931,06462",jatauba,PE,"49,54","41,94","34,29","76,71"
2608057,"1734,24","-1056,4552",jatoba,PE,"38,89","56,44","22,66","35,68"
2608107,"2029,465","-913,80885",joao alfredo,PE,"40,96","51,14","35,72","87,33"
2608206,"2030,9399","-995,48564",joaquim nabuco,PE,"29,39","27,07","29,65","61,72"
2608255,"1929,344","-1011,8724",jucati,PE,"36,82","73,33","32,67","65,84"
2608305,"1936,7098","-1008,8828",jupi,PE,"31,73","39,03","32,19","79,51"
2608404,"1964,1105","-1014,7899",jurema,PE,"46,69","39,80","37,95","40,91"
2608453,"2057,5492","-914,14456",lagoa do carro,PE,"33,10","27,33","23,66","91,34"
2608503,"2061,8855","-921,03983",lagoa do itaenga,PE,"17,88","17,14","26,86","88,50"
2608602,"1926,4816","-1060,1236",lagoa do ouro,PE,"45,95","50,30","40,13","50,62"
2608701,"1991,6744","-1007,8659",lagoa dos gatos,PE,"59,96","44,66","39,06","64,15"
2608750,"1515,4408","-998,46658",lagoa grande,PE,"16,45","54,24","24,43","60,92"
2608800,"1948,7436","-1005,096",lajedo,PE,"31,30","27,94","26,23","44,91"
2608909,"2045,2805","-913,14611",limoeiro,PE,"33,83","19,62","20,00","61,99"
2609006,"2046,155","-874,80383",macaparana,PE,"39,11","38,00","31,59","46,40"
2609105,"2040,2085","-896,09762",machados,PE,"40,30","37,82","29,35","89,28"
2609154,"1809,4419","-1023,6581",manari,PE,"53,03","78,89","39,85","98,46"
2609204,"2005,5551","-1025,9614",maraial,PE,"25,46","30,02","35,09","82,17"
2609303,"1681,6855","-933,88125",mirandiba,PE,"43,86","50,09","23,67","54,38"
2609402,"2076,9285","-948,98552",moreno,PE,"25,10","11,46","16,83","56,08"
2609501,"2071,0164","-900,6353",nazare da mata,PE,"18,95","11,74","19,20","31,06"
2609600,"2108,5108","-932,92346",olinda,PE,"13,25","1,97","7,03","46,03"
2609709,"2029,5097","-895,81858",orobo,PE,"42,29","64,01","29,41","82,42"
2609808,"1586,2474","-966,26254",oroco,PE,"19,67","64,97","23,97","67,72"
2609907,"1524,6863","-906,06131",ouricuri,PE,"40,23","49,35","28,77","58,80"
2610004,"2021,0154","-1006,0411",palmares,PE,"19,20","21,23","21,46","45,16"
2610103,"1947,9107","-1043,3874",palmeirina,PE,"49,98","36,77","33,07","58,62"
2610202,"1974,7072","-1005,0435",panelas,PE,"46,43","45,55","38,00","57,36"
2610301,"1899,6365","-1027,529",paranatama,PE,"39,53","79,63","37,07","98,11"
2610400,"1567,8115","-929,98607",parnamirim,PE,"36,54","58,58","24,81","66,39"
2610509,"2033,6276","-931,67911",passira,PE,"52,73","51,29","32,15","89,66"
2610608,"2077,2145","-921,2342",paudalho,PE,"30,70","29,26","21,18","78,98"
2610707,"2106,9541","-925,19972",paulista,PE,"11,07","0,00","6,18","45,75"
2610806,"1879,8048","-1001,8299",pedra,PE,"29,66","42,71","32,98","60,56"
2610905,"1900,5557","-969,21479",pesqueira,PE,"34,88","28,29","25,37","48,05"
2611002,"1720,4701","-1016,0785",petrolandia,PE,"7,77","27,30","18,26","33,21"
2611101,"1476,0379","-1024,5475",petrolina,PE,"11,26","25,43","12,05","29,01"
2611200,"1906,3218","-948,66486",pocao,PE,"52,42","37,84","33,96","73,21"
2611309,"2049,2205","-951,94962",pombos,PE,"39,90","33,42","28,73","50,44"
2611408,"2048,4611","-966,26972",primavera,PE,"27,67","36,16","28,18","67,75"
2611507,"1976,2004","-1024,7567",quipapa,PE,"38,43","51,16","36,45","54,48"
2611533,"1781,2747","-887,19217",quixaba,PE,"53,40","62,98","28,18","76,00"
2611606,"2101,0091","-937,9936",recife,PE,"5,10","0,00","7,13","40,25"
2611705,"1996,2487","-937,99386",riacho das almas,PE,"38,70","54,27","34,47","61,42"
2611804,"2044,5827","-987,07838",ribeirao,PE,"32,21","23,48","23,29","41,76"
2611903,"2065,9347","-1010,5619",rio formoso,PE,"16,39","39,63","22,76","70,47"
2612000,"2016,9561","-964,79906",saire,PE,"40,74","43,91","33,57","79,28"
2612109,"2028,898","-920,19788",salgadinho,PE,"45,10","67,12","43,21","98,99"
2612208,"1643,374","-929,31553",salgueiro,PE,"22,81","19,28","16,26","38,29"
2612307,"1897,314","-1038,9777",saloa,PE,"47,67","49,91","35,05","73,66"
2612406,"1921,2594","-967,04245",sanharo,PE,"37,12","43,07","25,83","53,19"
2612455,"1508,7305","-942,8473",santa cruz,PE,"42,87","67,29","32,51","81,29"
2612471,"1744,7433","-900,93457",santa cruz da baixa verde,PE,"54,47","55,16","26,02","60,90"
2612505,"1948,4391","-913,6934",santa cruz do capibaribe,PE,"23,79","2,27","16,01","27,18"
2612554,"1479,3075","-934,18174",santa filomena,PE,"59,56","83,35","31,93","96,31"
2612604,"1550,0188","-982,88015",santa maria da boa vista,PE,"27,63","62,28","21,21","65,99"
2612703,"1997,5085","-908,25923",santa maria do cambuca,PE,"50,78","74,85","35,38","87,60"
2612802,"1827,913","-855,75869",santa terezinha,PE,"47,86","37,44","24,70","51,12"
