codigo,latitude,longitude,municipio,uf,bolsapib,rural,analfabetismo,saneamentoruim
4311429,"78,29487","-3065,8013",lajeado do bugre,RS,"10,32","71,61","18,33","99,01"
4311502,"-14,720637","-3405,7369",lavras do sul,RS,"3,49","38,04","9,18","41,52"
4311601,"92,454199","-3048,8517",liberato salzano,RS,"6,35","77,56","12,68","95,62"
4311627,"269,36097","-3277,1154",lindolfo collor,RS,"1,06","17,98","3,78","39,57"
4311643,"270,06604","-3263,4853",linha nova,RS,"0,35","74,38","2,86","61,97"
4311700,"229,63252","-3054,8707",machadinho,RS,"4,16","38,57","10,55","44,42"
4311718,"-172,86641","-3217,9402",macambara,RS,"2,58","72,35","9,44","74,08"
4311734,"388,44159","-3244,9911",mampituba,RS,"9,60","81,09","10,22","80,16"
4311759,"-151,0872","-3257,7483",manoel viana,RS,"6,81","24,18","9,77","92,17"
4311775,"367,00638","-3285,4983",maquine,RS,"6,09","70,11","7,64","65,97"
4311791,"237,42823","-3272,5248",marata,RS,"0,10","70,20","3,06","38,33"
4311809,"169,55915","-3150,1223",marau,RS,"0,78","13,22","3,03","25,72"
4311908,"202,46327","-3042,3037",marcelino ramos,RS,"3,74","46,98","6,42","55,09"
4311981,"232,33974","-3357,3906",mariana pimentel,RS,"2,50","83,07","7,56","77,68"
4312005,"181,19305","-3026,9173",mariano moro,RS,"0,00","47,83","7,27","46,84"
4312054,"179,88781","-3242,8133",marques de souza,RS,"2,25","62,02","6,91","59,86"
4312104,"-45,449557","-3269,0947",mata,RS,"7,86","48,78","7,52","66,49"
4312138,"176,75277","-3130,5744",mato castelhano,RS,"1,88","78,91","9,38","72,14"
4312153,"180,71802","-3268,851",mato leitao,RS,"0,70","58,06","3,80","24,62"
4312179,"-64,34651","-3125,6117",mato queimado,RS,"2,63","73,37","7,59","83,55"
4312203,"215,66069","-3056,4183",maximiliano de almeida,RS,"8,61","39,44","8,81","61,42"
4312252,"185,31219","-3329,9295",minas do leao,RS,"5,94","3,81","10,25","32,22"
4312302,"25,096799","-3042,0121",miraguai,RS,"0,90","57,38","9,73","76,50"
4312351,"190,59692","-3174,2243",montauri,RS,"0,51","58,24","6,61","69,23"
4312377,"312,16854","-3180,2393",monte alegre dos campos,RS,"0,65","79,21","10,71","96,56"
4312385,"228,31363","-3227,0383",monte belo do sul,RS,"0,01","71,16","2,40","92,50"
4312401,"241,7354","-3290,6383",montenegro,RS,"0,74","9,74","3,74","25,62"
4312427,"130,77677","-3176,0487",mormaco,RS,"2,76","78,17","10,22","76,68"
4312443,"392,84794","-3253,5479",morrinhos do sul,RS,"5,75","59,15","8,70","87,63"
4312450,"129,22613","-3502,4359",morro redondo,RS,"5,26","57,48","8,99","69,15"
4312476,"285,46386","-3270,6101",morro reuter,RS,"0,66","14,71","1,04","35,32"
4312500,"312,90074","-3419,378",mostardas,RS,"3,30","32,84","11,31","76,26"
4312609,"212,52573","-3226,7823",mucum,RS,"0,78","15,59","4,47","45,54"
4312617,"271,50441","-3144,2115",muitos capoes,RS,"0,76","67,54","6,66","93,11"
4312625,"217,97807","-3136,6844",muliterno,RS,"1,51","71,98","6,82","72,24"
4312658,"115,06982","-3149,9063",nao-me-toque,RS,"0,10","12,36","3,78","57,08"
4312674,"151,86376","-3157,1657",nicolau vergueiro,RS,"0,91","63,04","5,66","90,77"
4312708,"113,07295","-3029,0744",nonoai,RS,"5,46","24,92","11,02","78,77"
4312757,"178,63369","-3178,2726",nova alvorada,RS,"0,86","58,14","7,82","94,19"
4312807,"220,21936","-3172,7312",nova araca,RS,"0,10","28,02","2,48","39,04"
4312906,"219,40528","-3180,9604",nova bassano,RS,"0,20","37,62","3,29","48,77"
4312955,"100,39388","-3098,5237",nova boa vista,RS,"0,42","70,51","2,50","75,41"
4313003,"191,02861","-3235,4999",nova brescia,RS,"0,57","52,54","3,75","83,04"
4313011,"-12,289744","-3053,6638",nova candelaria,RS,"0,57","74,23","2,16","43,22"
4313037,"-79,725006","-3254,2525",nova esperanca do sul,RS,"2,74","22,95","5,18","87,91"
4313060,"300,48276","-3278,2027",nova hartz,RS,"1,38","16,77","3,35","95,77"
4313086,"261,52376","-3212,4031",nova padua,RS,"0,03","70,12","3,61","50,55"
4313102,"56,63112","-3257,4481",nova palma,RS,"1,67","51,39","3,62","47,79"
4313201,"283,01446","-3254,0712",nova petropolis,RS,"0,03","25,79","2,02","30,95"
4313300,"233,5375","-3185,0987",nova prata,RS,"0,17","18,27","2,88","26,95"
4313334,"29,129708","-3106,9588",nova ramada,RS,"1,82","72,51","6,44","97,41"
4313359,"252,52907","-3210,834",nova roma do sul,RS,"0,40","52,59","4,60","64,35"
4313375,"261,99554","-3305,9638",nova santa rita,RS,"0,21","14,27","4,55","72,90"
4313391,"97,125748","-3293,9561",novo cabrais,RS,"4,48","85,86","8,73","63,87"
4313409,"285,47594","-3294,4019",novo hamburgo,RS,"1,84","1,73","3,36","28,13"
4313425,"-53,003422","-3048,166",novo machado,RS,"4,82","60,43","7,22","93,64"
4313441,"82,198156","-3050,1424",novo tiradentes,RS,"6,78","71,28","15,28","92,37"
4313466,"92,880669","-3070,4465",novo xingu,RS,"5,03","68,47","5,52","79,30"
4313490,"87,01504","-3087,6134",novo barreiro,RS,"5,62","67,17","10,78","96,27"
4313508,"360,33878","-3316,6749",osorio,RS,"1,96","7,31","4,19","46,26"
4313607,"218,83107","-3069,6044",paim filho,RS,"6,06","46,90","7,65","73,53"
4313656,"341,29288","-3365,6481",palmares do sul,RS,"2,90","10,63","8,18","54,89"
4313706,"60,802077","-3091,9715",palmeira das missoes,RS,"4,30","13,10","8,73","69,49"
4313805,"40,811159","-3024,0106",palmitinho,RS,"6,85","50,97","8,95","69,58"
4313904,"48,335721","-3135,1123",panambi,RS,"1,28","9,19","2,96","42,81"
4313953,"156,75123","-3349,7895",pantano grande,RS,"4,10","15,98","10,55","24,14"
4314001,"216,22849","-3167,0392",parai,RS,"0,27","43,98","2,75","49,40"
4314027,"85,027919","-3286,7537",paraiso do sul,RS,"2,42","61,12","7,57","69,00"
4314035,"249,61214","-3279,7242",pareci novo,RS,"1,16","72,06","1,66","49,19"
4314050,"304,3572","-3286,4737",parobe,RS,"2,20","5,57","4,56","58,34"
4314068,"109,60586","-3258,5284",passa sete,RS,"5,82","89,23","12,84","93,25"
4314076,"169,73279","-3294,7036",passo do sobrado,RS,"2,59","76,23","5,92","63,33"
4314100,"151,89005","-3129,2206",passo fundo,RS,"1,64","2,55","3,58","45,91"
4314134,"158,27265","-3067,3408",paulo bento,RS,"0,60","72,95","4,14","82,26"
4314159,"220,13588","-3274,5227",paverama,RS,"3,05","49,06","6,35","74,55"
4314175,"29,23237","-3524,0652",pedras altas,RS,"4,50","65,28","9,96","64,77"
4314209,"106,57431","-3538,0207",pedro osorio,RS,"8,58","6,53","8,65","66,01"
4314308,"39,800225","-3148,8238",pejucara,RS,"1,28","32,75","4,31","93,92"
4314407,"158,07103","-3492,0428",pelotas,RS,"4,29","6,73","4,13","18,15"
4314423,"280,46024","-3263,8462",picada cafe,RS,"0,20","12,02","2,33","32,29"
4314456,"75,577195","-3046,4864",pinhal,RS,"3,21","48,67","9,34","49,27"
4314464,"273,82807","-3085,2468",pinhal da serra,RS,"1,72","77,56","8,28","97,18"
4314472,"64,525457","-3241,7915",pinhal grande,RS,"1,38","57,62","7,99","61,09"
4314498,"36,260183","-3012,2884",pinheirinho do vale,RS,"7,64","79,65","10,36","93,23"
4314506,"55,792646","-3476,032",pinheiro machado,RS,"7,31","23,44","9,81","28,61"
4314555,"-122,22128","-3106,3865",pirapo,RS,"9,42","71,82","13,73","72,04"
4314605,"85,257561","-3479,8952",piratini,RS,"9,42","41,69","10,39","55,51"
4314704,"91,195941","-3025,1224",planalto,RS,"11,78","43,63","11,29","74,65"
4314753,"228,93086","-3260,9109",poco das antas,RS,"0,81","57,31","2,74","63,66"
4314779,"133,58123","-3103,2459",pontao,RS,"1,97","59,58","4,76","93,49"
4314787,"147,39543","-3061,0928",ponte preta,RS,"1,17","70,74","6,41","83,34"
4314803,"266,19325","-3290,0358",portao,RS,"1,03","18,25","4,63","72,36"
4314902,"273,24511","-3334,075",porto alegre,RS,"0,96","0,00","2,27","6,14"
4315008,"-94,447407","-3082,2874",porto lucena,RS,"9,02","56,94","8,63","88,83"
4315057,"-64,854055","-3053,3676",porto maua,RS,"4,97","62,47","6,61","59,18"
4315073,"-87,819169","-3071,5962",porto vera cruz,RS,"9,37","76,24","7,90","76,43"
4315107,"-112,46722","-3091,4752",porto xavier,RS,"7,90","50,65","11,13","55,66"
4315131,"172,32153","-3228,1127",pouso novo,RS,"4,66","66,29","8,97","87,64"
4315149,"273,92723","-3270,7366",presidente lucena,RS,"0,01","39,17","2,20","31,73"
4315156,"163,41947","-3235,3134",progresso,RS,"3,88","69,61","8,80","82,69"
4315172,"245,41966","-3182,7373",protasio alves,RS,"1,00","78,65","6,95","50,71"
4315206,"180,43446","-3213,8317",putinga,RS,"2,49","61,92","8,80","59,19"
4315305,"-207,07834","-3353,0884",quarai,RS,"7,94","7,43","5,60","17,23"
4315313,"150,65834","-3081,9608",quatro irmaos,RS,"2,78","48,39","9,70","55,52"
4315321,"-6,353347","-3243,5558",quevedos,RS,"4,49","68,56","8,47","89,81"
4315354,"86,275826","-3182,6593",quinze de novembro,RS,"0,87","46,32","3,25","86,60"
4315404,"36,213662","-3051,1838",redentora,RS,"19,63","70,63","16,28","96,23"
4315453,"188,03801","-3223,9466",relvado,RS,"1,01","65,94","4,70","58,67"
4315503,"63,501822","-3300,2251",restinga seca,RS,"4,67","43,33","7,11","64,45"
4315552,"110,94889","-3016,0787",rio dos indios,RS,"11,90","79,12","14,85","99,23"
4315602,"150,4529","-3567,3162",rio grande,RS,"1,39","3,95","4,65","16,70"
4315701,"150,76223","-3323,675",rio pardo,RS,"6,24","31,86","8,27","38,91"
4315750,"348,62789","-3283,0062",riozinho,RS,"1,83","36,54","8,39","69,41"
4315800,"210,96349","-3239,688",roca sales,RS,"0,55","35,82","3,17","26,07"
4315909,"81,973106","-3039,221",rodeio bonito,RS,"5,86","24,95","7,93","79,76"
4315958,"-81,814675","-3126,9959",rolador,RS,"6,02","76,12","7,80","78,53"
4316006,"334,03186","-3283,9786",rolante,RS,"3,05","21,43","6,59","57,29"
4316105,"123,25236","-3078,0076",ronda alta,RS,"4,66","32,81","7,15","64,73"
4316204,"109,03657","-3080,3578",rondinha,RS,"1,67","58,01","4,26","64,85"
4316303,"-106,87971","-3105,5519",roque gonzales,RS,"0,88","57,14","7,10","81,74"
4316402,"-106,80779","-3356,7202",rosario do sul,RS,"4,93","12,03","7,73","40,47"
4316428,"85,586756","-3066,355",sagrada familia,RS,"8,07","69,75","13,05","90,16"
4316436,"88,776029","-3141,6174",saldanha marinho,RS,"0,11","32,83","5,22","93,36"
4316451,"72,569928","-3217,0521",salto do jacui,RS,"5,72","14,07","8,57","63,54"
4316477,"-81,744242","-3109,8022",salvador das missoes,RS,"1,00","59,01","1,87","60,42"
4316501,"238,95892","-3262,5149",salvador do sul,RS,"0,02","40,58","2,31","21,96"
4316600,"216,45211","-3095,6422",sananduva,RS,"2,11","30,42","5,53","39,81"
4316709,"70,123532","-3140,0399",santa barbara do sul,RS,"1,70","20,89","6,73","75,39"
4316733,"206,42987","-3120,3719",santa cecilia do sul,RS,"0,82","71,00","5,13","90,79"
4316758,"181,16463","-3260,9804",santa clara do sul,RS,"1,17","49,89","3,88","48,85"
4316808,"154,22083","-3281,9938",santa cruz do sul,RS,"0,72","11,14","3,37","13,66"
4316907,"16,912813","-3296,277",santa maria,RS,"2,76","4,86","3,17","20,92"
4316956,"294,12789","-3266,0313",santa maria do herval,RS,"0,44","27,94","1,91","66,41"
4316972,"-9,405038","-3361,32",santa margarida do sul,RS,"0,23","76,53","12,10","81,47"
4317004,"78,755062","-3410,9768",santana da boa vista,RS,"11,52","54,83","13,97","66,94"
4317103,"-149,6159","-3403,0693",santana do livramento,RS,"7,26","9,77","4,23","24,86"
4317202,"-48,96011","-3083,5194",santa rosa,RS,"2,25","11,99","3,76","62,15"
4317251,"222,6125","-3229,6311",santa tereza,RS,"0,59","63,55","3,50","24,47"
4317301,"92,677255","-3671,2682",santa vitoria do palmar,RS,"4,23","13,23","6,46","27,19"
4317400,"-77,523301","-3223,6129",santiago,RS,"5,04","8,84","4,64","28,92"
4317509,"-29,180385","-3126,2528",santo angelo,RS,"3,97","5,86","4,23","70,53"
4317558,"194,95196","-3154,9795",santo antonio do palma,RS,"0,67","68,16","5,19","83,21"
4317608,"332,34291","-3310,9914",santo antonio da patrulha,RS,"3,36","29,16","9,05","57,25"
4317707,"-139,609","-3153,9994",santo antonio das missoes,RS,"8,29","39,45","9,31","92,19"
4317756,"129,36721","-3139,5188",santo antonio do planalto,RS,"1,93","37,95","5,55","88,04"
4317806,"24,043354","-3087,7349",santo augusto,RS,"4,38","18,53","9,05","92,06"
4317905,"-70,052573","-3076,2907",santo cristo,RS,"1,42","45,88","2,59","71,11"
4317954,"230,22158","-3092,1159",santo expedito do sul,RS,"4,85","64,57","7,64","56,52"
4318002,"-175,49802","-3182,5015",sao borja,RS,"3,83","10,59","6,51","44,30"
4318051,"208,68003","-3159,922",sao domingos do sul,RS,"0,28","40,26","4,44","48,47"
4318101,"-109,75557","-3259,4372",sao francisco de assis,RS,"8,72","29,91","8,68","80,71"
4318200,"334,43222","-3236,229",sao francisco de paula,RS,"3,92","36,68","7,46","51,05"
4318309,"-34,968195","-3354,0149",sao gabriel,RS,"4,82","11,01","7,99","37,58"
4318408,"200,9378","-3354,1178",sao jeronimo,RS,"4,72","22,95","8,58","35,40"
4318424,"213,36363","-3077,8829",sao joao da urtiga,RS,"3,55","51,52","9,11","69,82"
4318432,"51,191201","-3281,0002",sao joao do polesine,RS,"3,37","48,61","4,65","97,42"
4318440,"223,62946","-3156,0909",sao jorge,RS,"0,91","47,69","3,82","48,18"
4318457,"85,551591","-3075,9683",sao jose das missoes,RS,"11,74","69,56","9,43","97,78"
4318465,"168,0286","-3217,72",sao jose do herval,RS,"10,65","60,66","16,31","95,63"
4318481,"265,78851","-3271,8412",sao jose do hortencio,RS,"0,21","35,39","1,37","16,20"
4318499,"-12,19359","-3069,495",sao jose do inhacora,RS,"0,19","62,18","2,68","33,20"
4318507,"221,24607","-3517,805",sao jose do norte,RS,"12,20","31,84","17,33","54,50"
4318606,"240,4587","-3075,5961",sao jose do ouro,RS,"2,86","35,94","6,04","50,60"
4318614,"243,64793","-3272,5879",sao jose do sul,RS,"0,03","65,42","2,36","46,35"
4318622,"394,83123","-3176,8687",sao jose dos ausentes,RS,"2,23","37,33","7,11","64,84"
4318705,"276,09907","-3296,4053",sao leopoldo,RS,"2,46","0,40","3,17","8,29"
4318804,"178,87668","-3458,4803",sao lourenco do sul,RS,"3,54","43,78","5,03","50,34"
4318903,"-87,283521","-3145,1097",sao luiz gonzaga,RS,"5,26","11,71","6,70","43,76"
4319000,"286,03499","-3208,7188",sao marcos,RS,"1,05","12,46","3,88","21,22"
4319109,"4,5789","-3068,4057",sao martinho,RS,"3,34","40,39","6,15","85,77"
4319125,"11,038006","-3261,8871",sao martinho da serra,RS,"3,52","70,57","9,63","99,11"
4319158,"-50,977008","-3173,1556",sao miguel das missoes,RS,"3,91","49,78","9,06","86,43"
4319208,"-122,50451","-3121,6113",sao nicolau,RS,"14,69","35,53","12,87","84,40"
4319307,"-95,948045","-3097,5787",sao paulo das missoes,RS,"7,69","65,45","6,22","89,42"
4319356,"241,81403","-3258,3381",sao pedro da serra,RS,"0,05","56,89","1,97","51,33"
4319364,"75,002451","-3074,5415",sao pedro das missoes,RS,"8,48","71,79","14,12","92,15"
4319372,"-87,911729","-3112,4468",sao pedro do butia,RS,"1,73","57,92","2,31","70,93"
4319406,"-23,028867","-3277,0572",sao pedro do sul,RS,"4,51","27,12","5,81","54,24"
4319505,"257,84682","-3277,5066",sao sebastiao do cai,RS,"2,19","19,72","3,51","36,56"
4319604,"36,626088","-3339,6721",sao sepe,RS,"4,79","20,91","7,51","32,17"
4319703,"142,25812","-3049,8137",sao valentim,RS,"4,73","51,98","9,37","72,50"
4319711,"218,03781","-3217,684",sao valentim do sul,RS,"1,78","65,59","4,23","82,30"
4319737,"8,994624","-3078,6104",sao valerio do sul,RS,"10,52","80,73","13,67","92,79"
4319752,"255,03522","-3254,5925",sao vendelino,RS,"0,00","30,40","1,17","20,91"
4319802,"-73,029457","-3288,208",sao vicente do sul,RS,"6,78","30,32","7,51","44,11"
4319901,"290,96469","-3281,0863",sapiranga,RS,"2,45","3,60","3,91","43,14"
4320008,"277,02597","-3303,995",sapucaia do sul,RS,"1,81","0,37","3,33","17,55"
4320107,"108,65399","-3092,4455",sarandi,RS,"2,10","15,72","5,04","28,00"
4320206,"62,99162","-3043,3174",seberi,RS,"6,79","45,65","8,00","89,66"
4320230,"4,642056","-3058,6689",sede nova,RS,"5,10","47,49","8,70","88,35"
4320263,"104,1714","-3244,3953",segredo,RS,"6,66","74,76","9,81","95,64"
4320305,"99,836787","-3173,0254",selbach,RS,"1,22","30,01","3,74","73,89"
4320321,"-52,774985","-3101,7839",senador salgado filho,RS,"5,20","68,73","6,04","80,98"
4320354,"229,38042","-3391,8009",sentinela do sul,RS,"6,78","75,34","7,57","90,98"
4320404,"201,89209","-3177,931",serafina correa,RS,"0,42","15,43","3,15","43,41"
4320453,"170,45662","-3254,3572",serio,RS,"0,33","76,76","11,95","90,05"
4320503,"165,79984","-3100,7046",sertao,RS,"2,76","46,19","6,10","80,77"
4320552,"227,58311","-3374,2528",sertao santana,RS,"3,68","78,15","7,15","89,21"
4320578,"-45,188039","-3114,639",sete de setembro,RS,"8,37","76,74","4,99","89,60"
4320602,"186,7323","-3035,0826",severiano de almeida,RS,"1,54","63,59","6,15","60,65"
4320651,"41,598716","-3279,4834",silveira martins,RS,"2,50","55,45","5,40","67,78"
4320677,"138,82821","-3259,4153",sinimbu,RS,"1,57","85,73","8,01","86,25"
4320701,"94,422022","-3254,5382",sobradinho,RS,"4,12","20,56","6,62","31,16"
4320800,"142,75124","-3192,3615",soledade,RS,"5,40","20,01","8,90","31,90"
4320859,"219,63483","-3285,3529",tabai,RS,"3,23","69,84","8,02","93,34"
4320909,"195,62688","-3106,5775",tapejara,RS,"0,09","11,27","3,69","36,52"
4321006,"111,24873","-3172,2497",tapera,RS,"1,32","15,58","5,18","56,90"
4321105,"245,22417","-3396,4928",tapes,RS,"5,40","12,94","6,98","24,52"
4321204,"313,27109","-3288,0363",taquara,RS,"3,86","17,16","4,34","44,83"
4321303,"209,76995","-3293,7639",taquari,RS,"1,96","16,16","6,45","33,92"
4321329,"50,817003","-3033,0084",taquarucu do sul,RS,"3,29","60,76","8,63","77,57"
4321352,"278,58153","-3466,3956",tavares,RS,"7,88","38,35","14,40","86,90"
4321402,"23,358458","-3028,9367",tenente portela,RS,"9,70","35,51","8,56","87,86"
4321436,"380,73341","-3282,3508",terra de areia,RS,"7,53","47,41","7,25","92,52"
4321451,"215,47808","-3263,6265",teutonia,RS,"0,24","14,48","2,00","20,96"
4321469,"137,12806","-3163,8294",tio hugo,RS,"0,15","57,27","6,33","90,07"
4321477,"-11,855646","-3028,4693",tiradentes do sul,RS,"7,36","67,53","10,75","93,20"
4321493,"-29,213151","-3261,4449",toropi,RS,"4,19","79,30","6,04","99,81"
4321501,"406,95818","-3253,0279",torres,RS,"2,81","3,80","4,60","42,70"
4321600,"364,43871","-3329,2716",tramandai,RS,"3,81","2,42","4,07","47,53"
4321626,"185,84238","-3242,1695",travesseiro,RS,"0,70","61,67","4,01","93,40"
4321634,"179,82094","-3043,515",tres arroios,RS,"0,81","64,03","3,94","52,06"
4321667,"391,44869","-3268,6131",tres cachoeiras,RS,"2,97","26,58","5,92","76,59"
4321709,"313,18051","-3266,4897",tres coroas,RS,"0,38","13,85","3,97","39,79"
4321808,"-26,136497","-3068,7604",tres de maio,RS,"2,15","20,08","4,44","85,94"
4321832,"379,78411","-3263,1134",tres forquilhas,RS,"9,13","86,79","12,70","91,20"
4321857,"115,12572","-3056,7152",tres palmeiras,RS,"4,86","52,29","11,00","78,38"
4321907,"7,03526","-3036,5007",tres passos,RS,"3,59","20,49","5,31","61,70"
4321956,"108,79193","-3046,595",trindade do sul,RS,"8,34","49,90","11,56","80,34"
4322004,"234,66199","-3305,2521",triunfo,RS,"0,23","34,65","6,51","63,16"
4322103,"-42,520106","-3058,5394",tucunduva,RS,"1,48","31,59","5,22","93,87"
4322152,"107,75769","-3222,4386",tunas,RS,"10,02","68,71","12,42","99,13"
4322186,"242,318","-3093,1347",tupanci do sul,RS,"4,17","69,93","10,20","59,26"
4322202,"-,303563","-3211,5611",tupancireta,RS,"2,16","19,12","5,44","58,02"
4322251,"249,56851","-3264,6252",tupandi,RS,"0,21","30,66","1,80","23,12"
4322301,"-54,688546","-3066,0263",tuparendi,RS,"2,78","38,13","5,16","91,04"
4322327,"175,27013","-3485,1439",turucu,RS,"3,02","57,78","6,24","70,58"
4322343,"-63,56859","-3102,7848",ubiretama,RS,"7,40","78,22","4,14","95,59"
4322350,"193,17143","-3185,6453",uniao da serra,RS,"0,38","81,17","4,98","74,01"
4322376,"-112,83307","-3217,3931",unistalda,RS,"9,84","62,73","9,42","99,16"
4322400,"-263,79172","-3305,5463",uruguaiana,RS,"3,42","6,39","4,07","22,21"
4322509,"301,51854","-3143,3398",vacaria,RS,"2,08","6,53","5,15","14,09"
4322525,"182,44537","-3302,8509",vale verde,RS,"2,76","72,89","10,40","72,16"
4322533,"126,97954","-3274,7022",vale do sol,RS,"3,41","88,72","6,23","69,37"
4322541,"267,12538","-3252,5468",vale real,RS,"0,31","10,79","3,02","77,01"
4322558,"211,97605","-3154,7004",vanini,RS,"0,07","49,55","6,41","45,98"
4322608,"174,85734","-3274,7512",venancio aires,RS,"1,52","37,22","4,60","34,25"
4322707,"141,39149","-3289,1773",vera cruz,RS,"2,22","44,46","4,72","31,39"
4322806,"238,61946","-3207,6609",veranopolis,RS,"0,23","13,01","2,82","13,69"
4322855,"208,32587","-3218,5641",vespasiano correa,RS,"0,04","79,43","7,24","67,04"
4322905,"198,08806","-3052,6522",viadutos,RS,"0,38","50,24","5,44","70,53"
4323002,"301,50253","-3342,7794",viamao,RS,"5,63","6,03","4,19","30,27"
4323101,"60,726917","-3006,7052",vicente dutra,RS,"9,01","55,52","10,97","75,96"
4323200,"128,63735","-3160,108",victor graeff,RS,"0,54","57,71","2,90","77,81"
4323309,"238,74146","-3196,1044",vila flores,RS,"0,00","57,97","2,13","54,50"
4323358,"182,54026","-3114,0155",vila langaro,RS,"1,16","82,99","5,76","60,53"
4323408,"180,84653","-3161,6503",vila maria,RS,"0,11","46,72","4,27","47,14"
4323457,"11,566298","-3358,4548",vila nova do sul,RS,"6,28","48,02","9,12","57,36"
4323507,"48,482764","-3023,7051",vista alegre,RS,"3,95","58,16","7,23","87,88"
4323606,"216,47412","-3191,4306",vista alegre do prata,RS,"0,60","70,49","2,65","72,46"
4323705,"29,686459","-3017,094",vista gaucha,RS,"4,89","65,02","6,07","85,33"
4323754,"-45,412427","-3140,8916",vitoria das missoes,RS,"0,99","80,80","11,51","94,28"
4323770,"219,04507","-3256,4115",westfalia,RS,"0,06","59,54","1,95","26,53"
4323804,"379,84217","-3305,3226",xangri-la,RS,"2,39","0,44","3,31","87,57"
5000203,"105,65514","-2188,4892",agua clara,MS,"1,35","33,46","8,98","96,68"
5000252,"26,529631","-2014,1553",alcinopolis,MS,"3,02","31,36","11,04","99,63"
5000609,"-99,094087","-2562,3358",amambai,MS,"6,76","35,57","11,14","77,50"
5000708,"-183,48683","-2291,6433",anastacio,MS,"6,49","17,46","11,54","60,11"
5000807,"122,97569","-2446,6337",anaurilandia,MS,"4,50","49,11","11,97","98,58"
5000856,"13,889879","-2440,7124",angelica,MS,"5,76","16,27","12,06","97,72"
5000906,"-203,02546","-2457,8927",antonio joao,MS,"6,25","16,81","13,45","97,90"
5001003,"283,3842","-2223,0896",aparecida do taboado,MS,"2,85","9,96","9,96","87,64"
5001102,"-195,29798","-2186,3584",aquidauana,MS,"7,94","21,24","8,53","74,96"
5001243,"-148,74943","-2535,0357",aral moreira,MS,"3,43","47,74","14,28","97,71"
5001508,"-29,889014","-2190,8332",bandeirantes,MS,"0,39","31,43","11,99","96,50"
5001904,"147,79151","-2413,2616",bataguassu,MS,"2,93","23,19","10,27","53,11"
5002001,"84,704918","-2477,2644",bataypora,MS,"3,96","23,82","12,53","98,82"
5002100,"-262,07035","-2429,0059",bela vista,MS,"9,73","18,35","9,16","77,65"
5002159,"-280,76002","-2275,9331",bodoquena,MS,"5,46","27,65","10,81","47,39"
5002209,"-255,74935","-2325,9001",bonito,MS,"5,21","17,50","9,31","25,15"
5002308,"162,62688","-2332,2353",brasilandia,MS,"2,43","32,24","10,54","51,14"
5002407,"-82,745925","-2499,0918",caarapo,MS,"4,19","28,94","12,20","80,52"
5002605,"13,765219","-2139,4405",camapua,MS,"3,30","28,10","10,57","51,69"
5002704,"-26,110569","-2313,4181",campo grande,MS,"2,01","1,34","3,93","43,59"
5002803,"-319,10002","-2430,4228",caracol,MS,"6,08","40,01","8,53","97,90"
5002902,"191,48356","-2113,1332",cassilandia,MS,"4,09","9,34","11,54","74,76"
5002951,"132,92512","-2100,4223",chapadao do sul,MS,"0,57","14,61","4,61","61,47"
5003108,"-110,80216","-2191,2955",corguinho,MS,"2,89","61,50","11,55","58,94"
5003157,"-141,47977","-2583,7128",coronel sapucaia,MS,"15,81","27,42","17,86","77,23"
5003207,"-297,31945","-2062,2462",corumba,MS,"2,41","9,88","6,36","80,50"
5003256,"84,703613","-2061,9433",costa rica,MS,"2,48","14,46","9,27","58,09"
5003306,"-71,387304","-2022,1666",coxim,MS,"3,92","9,37","10,46","87,16"
5003454,"-15,608942","-2451,13",deodapolis,MS,"8,26","17,23","13,11","99,21"
5003488,"-142,33565","-2280,9931",dois irmaos do buriti,MS,"13,85","54,60","12,14","98,97"
5003504,"-60,67491","-2435,4467",douradina,MS,"5,74","38,74","10,46","98,47"
5003702,"-86,50284","-2450,1624",dourados,MS,"2,29","7,67","5,56","56,37"
5003751,"-22,934165","-2626,2318",eldorado,MS,"7,83","20,06","14,26","92,40"
5003801,"-45,27637","-2471,3051",fatima do sul,MS,"6,43","10,86","11,73","88,91"
5003900,"14,468782","-2073,3799",figueirao,MS,"0,14","47,75","10,66","95,57"
5004007,"-19,803484","-2481,176",gloria de dourados,MS,"6,09","22,74","11,16","98,49"
5004106,"-206,79122","-2384,0106",guia lopes da laguna,MS,"9,03","15,25","13,49","92,94"
5004304,"-55,029089","-2592,7193",iguatemi,MS,"4,52","26,01","12,71","87,03"
5004403,"207,43725","-2175,5715",inocencia,MS,"2,91","36,48","13,47","90,62"
5004502,"-90,214662","-2434,3215",itapora,MS,"3,47","36,30","11,90","81,24"
5004601,"-12,198267","-2582,3102",itaquirai,MS,"7,45","59,17","16,64","98,48"
5004700,"20,696418","-2474,9262",ivinhema,MS,"4,85","22,68","9,92","93,55"
5004809,"-54,87968","-2634,3909",japora,MS,"25,45","81,89","23,03","96,85"
5004908,"-36,347182","-2237,5805",jaraguari,MS,"3,58","71,83","9,34","97,98"
5005004,"-243,78599","-2389,4328",jardim,MS,"6,50","6,59","7,94","69,17"
5005103,"4,35757","-2512,0539",jatei,MS,"0,04","53,35","12,56","75,92"
5005152,"-50,240689","-2519,691",juti,MS,"5,96","33,47","18,67","90,02"
5005202,"-375,77669","-2116,5832",ladario,MS,"9,99","5,25","6,69","88,52"
5005251,"-116,36495","-2509,1773",laguna carapa,MS,"3,83","57,83","12,24","92,29"
